,0
2125,0.894
2126,1.18
2127,1.857
2128,2.735
2129,0.622
2130,2.248
2131,0.925
2132,1.408
2133,3.5
2134,4.026
2135,4.0
2136,0.879
2137,0.767
2138,1.75
2139,1.271
2140,1.491
2141,3.675
2142,2.181
2143,1.622
2144,2.178
2145,2.346
2146,1.709
2147,0.811
2148,2.208
2149,1.922
2150,2.647
2151,3.72
2152,1.263
2153,2.118
2154,2.545
2155,1.327
2156,1.613
2157,2.582
2158,0.478
2159,1.746
2160,1.738
2161,1.063
2162,1.708
2163,1.937
2164,1.17
2165,5.00001
2166,1.855
2167,2.224
2168,2.006
2169,0.875
2170,1.675
2171,2.723
2172,2.016
2173,1.65
2174,0.65
2175,1.375
2176,2.513
2177,1.578
2178,5.00001
2179,5.00001
2180,0.685
2181,2.41
2182,2.75
2183,0.771
2184,3.429
2185,0.55
2186,0.668
2187,3.37
2188,0.94
2189,0.985
2190,1.136
2191,2.139
2192,2.581
2193,2.113
2194,4.771
2195,1.352
2196,1.132
2197,4.197
2198,2.165
2199,2.25
2200,1.832
2201,0.544
2202,0.535
2203,1.438
2204,1.333
2205,5.00001
2206,2.667
2207,1.668
2208,1.025
2209,0.57
2210,1.625
2211,0.6
2212,2.436
2213,0.758
2214,0.995
2215,1.738
2216,2.441
2217,1.313
2218,2.668
2219,0.875
2220,1.426
2221,3.267
2222,5.00001
2223,1.969
2224,2.542
2225,2.152
2226,1.307
2227,1.226
2228,0.922
2229,2.82
2230,1.469
2231,1.205
2232,0.773
2233,1.565
2234,5.00001
2235,0.436
2236,2.165
2237,0.571
2238,3.621
2239,1.568
2240,1.533
2241,2.068
2242,3.625
2243,1.394
2244,0.938
2245,0.847
2246,2.348
2247,1.625
2248,1.718
2249,1.375
2250,1.834
2251,0.822
2252,0.684
2253,0.959
2254,0.887
2255,1.795
2256,0.884
2257,2.355
2258,1.792
2259,2.125
2260,1.469
2261,5.00001
2262,1.975
2263,1.388
2264,3.486
2265,1.005
2266,3.627
2267,5.00001
2268,1.272
2269,4.5
2270,5.00001
2271,2.7
2272,1.531
2273,2.122
2274,1.188
2275,0.997
2276,1.216
2277,0.895
2278,1.063
2279,1.5
2280,2.572
2281,3.5
2282,2.652
2283,1.094
2284,1.375
2285,3.35
2286,1.596
2287,0.968
2288,0.463
2289,1.813
2290,0.588
2291,1.568
2292,2.048
2293,1.03
2294,3.3
2295,3.527
2296,2.725
2297,1.449
2298,3.136
2299,1.458
2300,2.024
2301,2.037
2302,1.625
2303,0.675
2304,5.00001
2305,2.888
2306,1.728
2307,4.722
2308,2.48
2309,5.00001
2310,1.265
2311,2.776
2312,1.172
2313,1.388
2314,3.659
2315,1.63
2316,1.448
2317,1.61
2318,2.066
2319,1.763
2320,1.854
2321,2.23
2322,1.92
2323,2.283
2324,2.944
2325,3.4
2326,0.756
2327,1.839
2328,0.888
2329,2.642
2330,2.399
2331,0.712
2332,1.704
2333,0.773
2334,2.625
2335,3.852
2336,1.089
2337,3.189
2338,5.00001
2339,2.286
2340,2.413
2341,2.354
2342,2.263
2343,3.222
2344,2.77
2345,2.324
2346,3.516
2347,0.854
2348,1.266
2349,0.676
2350,2.062
2351,2.333
2352,2.78
2353,1.603
2354,0.59
2355,2.927
2356,1.818
2357,1.618
2358,1.705
2359,0.871
2360,0.574
2361,1.148
2362,0.645
2363,1.063
2364,1.21
2365,0.928
2366,2.528
2367,0.902
2368,5.00001
2369,3.213
2370,4.062
2371,0.988
2372,1.941
2373,1.89
2374,0.866
2375,1.875
2376,1.423
2377,4.5
2378,1.117
2379,1.794
2380,2.731
2381,2.01
2382,2.929
2383,2.0
2384,0.942
2385,2.45
2386,1.878
2387,0.944
2388,1.245
2389,1.306
2390,3.964
2391,0.714
2392,2.4
2393,1.25
2394,0.444
2395,1.663
2396,1.875
2397,0.75
2398,0.583
2399,0.963
2400,2.905
2401,0.672
2402,3.414
2403,1.891
2404,1.828
2405,1.739
2406,4.988
2407,0.7
2408,2.826
2409,1.271
2410,5.00001
2411,1.154
2412,0.943
2413,1.108
2414,0.69
2415,1.236
2416,1.519
2417,1.978
2418,0.506
2419,2.732
2420,0.91
2421,5.00001
2422,3.02
2423,2.852
2424,2.621
2425,1.463
2426,3.218
2427,5.00001
2428,1.76
2429,2.896
2430,0.914
2431,1.5
2432,1.5
2433,1.391
2434,2.128
2435,2.205
2436,2.882
2437,4.098
2438,1.261
2439,0.586
2440,1.138
2441,1.416
2442,1.298
2443,1.288
2444,1.89
2445,1.406
2446,2.557
2447,0.813
2448,2.398
2449,1.897
2450,2.037
2451,2.833
2452,0.67
2453,5.0
2454,4.0
2455,0.81
2456,3.762
2457,0.897
2458,1.791
2459,3.177
2460,5.00001
2461,2.028
2462,2.063
2463,1.172
2464,2.778
2465,2.378
2466,1.967
2467,1.875
2468,0.993
2469,1.938
2470,1.681
2471,2.707
2472,2.302
2473,3.8
2474,2.162
2475,1.614
2476,1.69
2477,1.592
2478,2.445
2479,1.45
2480,0.804
2481,4.5
2482,1.502
2483,1.625
2484,1.606
2485,0.927
2486,2.219
2487,0.659
2488,2.731
2489,2.338
2490,1.601
2491,1.281
2492,2.265
2493,2.512
2494,3.49
2495,4.078
2496,1.167
2497,1.757
2498,1.078
2499,5.00001
2500,1.685
2501,1.063
2502,5.00001
2503,1.438
2504,0.677
2505,1.653
2506,1.49
2507,1.306
2508,2.292
2509,4.163
2510,1.782
2511,2.541
2512,1.798
2513,4.182
2514,0.7
2515,5.00001
2516,1.944
2517,2.629
2518,1.023
2519,2.637
2520,1.06
2521,4.504
2522,0.984
2523,1.833
2524,1.33
2525,1.079
2526,1.647
2527,2.515
2528,5.00001
2529,1.676
2530,1.868
2531,5.00001
2532,2.601
2533,2.463
2534,1.266
2535,0.636
2536,2.539
2537,0.945
2538,2.66
2539,1.035
2540,1.873
2541,2.646
2542,1.62
2543,1.492
2544,1.956
2545,1.712
2546,1.668
2547,5.00001
2548,2.995
2549,0.741
2550,2.091
2551,1.149
2552,3.422
2553,1.328
2554,1.542
2555,0.608
2556,2.401
2557,1.75
2558,0.65
2559,1.586
2560,1.814
2561,1.669
2562,1.089
2563,2.966
2564,1.57
2565,1.245
2566,1.872
2567,0.604
2568,1.476
2569,3.387
2570,3.198
2571,1.582
2572,3.25
2573,5.00001
2574,3.0
2575,3.804
2576,1.528
2577,1.508
2578,4.125
2579,1.427
2580,2.722
2581,2.069
2582,3.505
2583,4.265
2584,2.12
2585,2.131
2586,3.844
2587,0.58
2588,1.518
2589,4.5
2590,1.644
2591,2.476
2592,2.216
2593,1.72
2594,2.5
2595,5.00001
2596,1.292
2597,1.739
2598,4.045
2599,4.74
2600,0.988
2601,1.926
2602,4.846
2603,2.61
2604,2.863
2605,0.889
2606,0.558
2607,1.008
2608,0.638
2609,2.74
2610,0.575
2611,3.048
2612,1.25
2613,5.00001
2614,2.8
2615,2.48
2616,0.905
2617,5.00001
2618,1.112
2619,3.07
2620,0.653
2621,2.273
2622,1.625
2623,2.796
2624,0.821
2625,1.115
2626,1.667
2627,4.578
2628,3.297
2629,0.926
2630,1.161
2631,2.15
2632,2.426
2633,1.32
2634,1.43
2635,2.391
2636,1.949
2637,3.495
2638,2.089
2639,3.133
2640,5.00001
2641,0.542
2642,0.675
2643,0.666
2644,4.572
2645,2.868
2646,1.904
2647,3.22
2648,2.026
2649,2.75
2650,2.402
2651,1.396
2652,1.152
2653,1.556
2654,2.098
2655,1.906
2656,1.848
2657,2.09
2658,1.194
2659,3.004
2660,2.386
2661,1.394
2662,1.136
2663,3.809
2664,2.309
2665,3.484
2666,2.16
2667,2.858
2668,1.609
2669,0.648
2670,1.855
2671,4.643
2672,3.297
2673,1.278
2674,3.31
2675,1.092
2676,3.72
2677,1.412
2678,0.847
2679,1.167
2680,2.292
2681,0.935
2682,1.969
2683,0.658
2684,1.949
2685,3.322
2686,1.194
2687,1.992
2688,4.318
2689,3.419
2690,2.75
2691,1.264
2692,1.922
2693,5.00001
2694,2.203
2695,5.00001
2696,4.203
2697,1.328
2698,1.711
2699,2.004
2700,4.708
2701,1.51
2702,0.875
2703,0.788
2704,4.0
2705,1.414
2706,2.444
2707,1.162
2708,2.922
2709,2.427
2710,1.036
2711,3.088
2712,1.536
2713,1.283
2714,1.524
2715,1.355
2716,2.285
2717,0.683
2718,1.095
2719,0.953
2720,1.645
2721,5.00001
2722,1.508
2723,2.535
2724,2.266
2725,1.774
2726,0.654
2727,3.181
2728,1.477
2729,0.711
2730,1.452
2731,1.293
2732,1.688
2733,3.655
2734,2.002
2735,3.318
2736,0.604
2737,1.775
2738,4.261
2739,1.701
2740,2.761
2741,1.163
2742,0.562
2743,2.246
2744,5.00001
2745,1.866
2746,1.836
2747,1.125
2748,2.761
2749,4.616
2750,2.086
2751,2.406
2752,4.358
2753,0.851
2754,1.208
2755,1.309
2756,1.139
2757,0.543
2758,5.00001
2759,1.205
2760,1.273
2761,1.317
2762,3.195
2763,1.064
2764,2.699
2765,2.339
2766,4.034
2767,2.636
2768,1.721
2769,0.821
2770,5.00001
2771,1.653
2772,2.62
2773,0.942
2774,2.442
2775,2.013
2776,0.703
2777,1.67
2778,1.313
2779,1.563
2780,1.158
2781,0.82
2782,2.472
2783,1.841
2784,2.33
2785,0.79
2786,4.585
2787,1.185
2788,0.96
2789,1.675
2790,1.396
2791,2.793
2792,1.72
2793,1.718
2794,1.177
2795,1.363
2796,1.301
2797,2.906
2798,0.863
2799,1.036
2800,5.00001
2801,3.797
2802,4.0
2803,3.321
2804,1.297
2805,0.99
2806,5.00001
2807,1.507
2808,1.718
2809,1.589
2810,1.624
2811,1.576
2812,1.569
2813,3.152
2814,1.907
2815,0.612
2816,0.475
2817,1.35
2818,2.328
2819,1.708
2820,2.537
2821,5.00001
2822,1.954
2823,0.882
2824,1.347
2825,1.437
2826,0.686
2827,2.404
2828,1.004
2829,2.116
2830,1.219
2831,2.448
2832,2.75
2833,1.398
2834,4.179
2835,2.082
2836,3.512
2837,1.789
2838,1.174
2839,1.437
2840,1.55
2841,1.423
2842,3.75
2843,2.684
2844,4.553
2845,2.427
2846,2.201
2847,2.67
2848,1.14
2849,1.419
2850,0.549
2851,2.709
2852,1.207
2853,0.923
2854,3.319
2855,3.292
2856,3.025
2857,2.4
2858,0.829
2859,5.00001
2860,1.661
2861,0.585
2862,1.019
2863,2.583
2864,1.091
2865,0.938
2866,1.75
2867,3.567
2868,1.181
2869,1.689
2870,0.534
2871,2.688
2872,1.441
2873,3.842
2874,2.435
2875,5.00001
2876,2.945
2877,1.6
2878,0.539
2879,1.408
2880,2.033
2881,1.993
2882,0.861
2883,1.584
2884,0.889
2885,2.054
2886,0.84
2887,1.847
2888,1.81
2889,1.973
2890,2.436
2891,4.646
2892,1.457
2893,1.541
2894,2.188
2895,0.55
2896,2.984
2897,0.875
2898,2.25
2899,0.656
2900,1.035
2901,3.227
2902,5.00001
2903,1.249
2904,2.264
2905,0.883
2906,1.448
2907,2.099
2908,0.633
2909,0.695
2910,1.806
2911,1.839
2912,2.66
2913,1.993
2914,1.74
2915,4.938
2916,2.125
2917,1.706
2918,5.00001
2919,0.603
2920,3.266
2921,1.621
2922,1.433
2923,4.5
2924,1.797
2925,1.132
2926,2.875
2927,1.996
2928,1.224
2929,2.484
2930,1.04
2931,1.86
2932,1.373
2933,3.603
2934,5.00001
2935,1.681
2936,1.159
2937,0.944
2938,1.238
2939,2.229
2940,1.905
2941,1.118
2942,1.761
2943,1.726
2944,1.404
2945,1.577
2946,1.595
2947,2.23
2948,1.889
2949,1.872
2950,0.58
2951,1.513
2952,4.067
2953,2.647
2954,3.551
2955,2.188
2956,1.181
2957,1.234
2958,3.75
2959,1.011
2960,0.906
2961,0.939
2962,1.854
2963,1.538
2964,0.723
2965,2.008
2966,1.145
2967,0.6
2968,1.804
2969,2.768
2970,1.843
2971,1.648
2972,1.171
2973,3.574
2974,2.346
2975,2.513
2976,5.00001
2977,2.175
2978,2.542
2979,2.01
2980,1.509
2981,3.156
2982,2.078
2983,1.447
2984,1.171
2985,0.788
2986,4.047
2987,3.407
2988,0.958
2989,2.306
2990,2.912
2991,1.201
2992,2.148
2993,5.00001
2994,0.959
2995,1.058
2996,0.617
2997,1.048
2998,1.906
2999,0.639
3000,0.884
3001,2.011
3002,0.906
3003,2.1
3004,1.173
3005,4.955
3006,2.167
3007,3.273
3008,1.679
3009,1.125
3010,1.354
3011,1.661
3012,1.666
3013,2.089
3014,2.539
3015,0.912
3016,1.708
3017,2.579
3018,3.079
3019,1.463
3020,1.355
3021,1.819
3022,0.647
3023,1.062
3024,0.877
3025,2.173
3026,4.0
3027,0.804
3028,2.7
3029,1.5
3030,3.637
3031,3.182
3032,2.353
3033,1.728
3034,1.604
3035,0.694
3036,0.875
3037,2.554
3038,2.406
3039,2.182
3040,3.106
3041,1.331
3042,0.871
3043,1.722
3044,1.857
3045,1.15
3046,2.385
3047,3.265
3048,5.00001
3049,1.775
3050,1.625
3051,2.75
3052,2.167
3053,3.8
3054,1.968
3055,0.945
3056,1.727
3057,0.6
3058,2.116
3059,1.889
3060,1.125
3061,1.601
3062,3.623
3063,1.461
3064,1.013
3065,2.045
3066,1.552
3067,1.278
3068,3.063
3069,4.219
3070,0.871
3071,1.242
3072,1.074
3073,4.443
3074,1.382
3075,2.298
3076,0.9
3077,3.007
3078,2.759
3079,4.398
3080,1.534
3081,1.656
3082,1.369
3083,2.639
3084,0.756
3085,1.225
3086,2.456
3087,1.876
3088,1.423
3089,1.508
3090,1.625
3091,1.262
3092,4.025
3093,0.949
3094,1.273
3095,1.611
3096,2.199
3097,1.779
3098,1.766
3099,5.00001
3100,0.455
3101,0.78
3102,2.319
3103,2.288
3104,3.333
3105,2.078
3106,0.892
3107,2.368
3108,3.204
3109,0.993
3110,1.621
3111,2.906
3112,1.076
3113,1.409
3114,0.975
3115,0.689
3116,1.469
3117,5.00001
3118,1.924
3119,2.484
3120,4.563
3121,2.5
3122,2.227
3123,2.794
3124,5.00001
3125,2.047
3126,1.346
3127,0.916
3128,0.889
3129,1.666
3130,1.925
3131,1.44
3132,1.786
3133,2.239
3134,2.603
3135,2.25
3136,0.81
3137,2.18
3138,2.792
3139,2.679
3140,2.31
3141,0.675
3142,1.493
3143,2.772
3144,2.644
3145,2.971
3146,0.875
3147,2.023
3148,2.805
3149,0.727
3150,0.906
3151,2.5
3152,3.435
3153,0.668
3154,1.813
3155,1.167
3156,3.5
3157,0.581
3158,3.938
3159,3.91
3160,0.95
3161,1.66
3162,1.603
3163,1.265
3164,3.924
3165,2.588
3166,1.375
3167,5.00001
3168,0.657
3169,1.901
3170,1.555
3171,0.713
3172,1.435
3173,0.98
3174,1.553
3175,2.012
3176,1.634
3177,0.664
3178,0.5
3179,3.573
3180,1.905
3181,1.236
3182,2.121
3183,1.366
3184,2.5
3185,1.707
3186,0.714
3187,0.847
3188,1.531
3189,3.118
3190,1.447
3191,0.902
3192,1.055
3193,0.692
3194,1.28
3195,1.676
3196,5.00001
3197,0.886
3198,0.926
3199,1.375
3200,0.98
3201,5.00001
3202,1.936
3203,0.878
3204,0.893
3205,2.598
3206,0.598
3207,2.361
3208,0.926
3209,1.485
3210,0.691
3211,1.289
3212,1.173
3213,1.785
3214,0.755
3215,4.735
3216,0.967
3217,2.25
3218,1.201
3219,2.695
3220,2.082
3221,1.75
3222,2.713
3223,0.833
3224,1.75
3225,3.309
3226,1.25
3227,2.563
3228,1.571
3229,2.6
3230,0.896
3231,2.633
3232,4.554
3233,2.485
3234,2.418
3235,0.813
3236,1.894
3237,3.722
3238,3.305
3239,5.00001
3240,0.853
3241,1.215
3242,0.882
3243,1.736
3244,1.892
3245,2.71
3246,1.39
3247,1.509
3248,0.61
3249,2.021
3250,1.369
3251,3.255
3252,4.75
3253,1.619
3254,4.357
3255,1.704
3256,2.131
3257,2.523
3258,2.627
3259,2.574
3260,3.312
3261,0.645
3262,0.5
3263,3.328
3264,1.593
3265,1.223
3266,1.573
3267,1.527
3268,1.3
3269,1.884
3270,2.289
3271,2.427
3272,1.495
3273,1.271
3274,2.697
3275,2.711
3276,1.198
3277,1.479
3278,3.5
3279,1.341
3280,3.39
3281,1.653
3282,0.857
3283,1.324
3284,2.714
3285,4.325
3286,1.252
3287,2.671
3288,1.153
3289,1.821
3290,0.933
3291,1.069
3292,2.25
3293,1.977
3294,2.105
3295,2.347
3296,1.5
3297,3.35
3298,0.632
3299,0.898
3300,5.00001
3301,0.87
3302,5.00001
3303,1.232
3304,1.576
3305,2.875
3306,5.00001
3307,1.024
3308,1.25
3309,2.006
3310,1.931
3311,0.994
3312,1.456
3313,0.486
3314,0.67
3315,0.817
3316,2.014
3317,2.864
3318,0.955
3319,1.651
3320,4.94
3321,3.4
3322,1.812
3323,0.681
3324,5.00001
3325,2.063
3326,1.17
3327,0.628
3328,1.583
3329,3.633
3330,0.986
3331,1.371
3332,2.356
3333,3.833
3334,2.945
3335,0.864
3336,0.695
3337,1.151
3338,2.034
3339,1.085
3340,2.237
3341,1.504
3342,5.00001
3343,0.731
3344,3.568
3345,1.831
3346,1.735
3347,1.082
3348,4.22
3349,1.353
3350,3.296
3351,1.688
3352,2.609
3353,1.0
3354,5.00001
3355,2.256
3356,3.144
3357,1.78
3358,3.735
3359,1.094
3360,2.58
3361,1.219
3362,5.00001
3363,1.389
3364,1.804
3365,2.822
3366,1.073
3367,1.869
3368,2.966
3369,2.211
3370,0.979
3371,0.71
3372,3.649
3373,5.00001
3374,2.438
3375,1.938
3376,3.364
3377,4.523
3378,1.504
3379,1.575
3380,1.05
3381,1.785
3382,0.958
3383,1.525
3384,0.73
3385,2.518
3386,1.417
3387,3.033
3388,1.154
3389,2.145
3390,2.221
3391,2.128
3392,1.518
3393,1.358
3394,1.483
3395,2.023
3396,3.909
3397,1.774
3398,0.713
3399,1.002
3400,2.063
3401,1.052
3402,1.298
3403,1.593
3404,2.256
3405,3.28
3406,3.866
3407,0.918
3408,1.208
3409,1.706
3410,3.671
3411,1.229
3412,0.721
3413,1.891
3414,3.682
3415,1.334
3416,5.00001
3417,2.131
3418,5.00001
3419,0.431
3420,3.206
3421,1.125
3422,3.328
3423,2.94
3424,0.956
3425,1.183
3426,0.695
3427,1.579
3428,3.071
3429,2.073
3430,0.875
3431,1.598
3432,2.75
3433,4.473
3434,0.955
3435,4.0
3436,3.476
3437,5.00001
3438,2.649
3439,1.806
3440,4.934
3441,2.213
3442,1.126
3443,1.686
3444,1.775
3445,1.184
3446,1.095
3447,1.494
3448,0.491
3449,3.226
3450,1.573
3451,1.743
3452,4.96
3453,0.612
3454,2.547
3455,1.684
3456,1.767
3457,1.625
3458,1.425
3459,5.00001
3460,0.587
3461,1.833
3462,1.998
3463,1.64
3464,2.286
3465,0.982
3466,1.034
3467,0.959
3468,0.979
3469,2.538
3470,0.771
3471,3.303
3472,3.35
3473,1.808
3474,2.609
3475,2.992
3476,3.455
3477,2.056
3478,0.824
3479,1.744
3480,3.442
3481,0.973
3482,4.213
3483,0.639
3484,1.237
3485,0.625
3486,5.00001
3487,5.00001
3488,1.613
3489,1.514
3490,5.00001
3491,5.0
3492,1.334
3493,2.271
3494,3.846
3495,1.142
3496,1.563
3497,4.541
3498,1.167
3499,1.594
3500,1.375
3501,0.577
3502,2.823
3503,1.029
3504,1.804
3505,0.691
3506,3.5
3507,2.1
3508,1.804
3509,1.772
3510,1.174
3511,0.818
3512,1.655
3513,1.267
3514,5.00001
3515,0.748
3516,0.694
3517,0.581
3518,2.708
3519,1.691
3520,1.618
3521,2.125
3522,4.191
3523,1.693
3524,0.875
3525,2.381
3526,3.259
3527,1.102
3528,4.169
3529,2.342
3530,0.551
3531,0.846
3532,0.995
3533,2.289
3534,1.325
3535,3.013
3536,3.288
3537,5.00001
3538,1.719
3539,2.0
3540,0.675
3541,1.554
3542,1.905
3543,2.476
3544,1.71
3545,1.766
3546,1.299
3547,1.018
3548,2.821
3549,1.489
3550,1.143
3551,1.117
3552,0.953
3553,0.897
3554,2.199
3555,2.638
3556,1.455
3557,1.416
3558,1.062
3559,1.565
3560,1.62
3561,1.93
3562,5.00001
3563,1.112
3564,3.159
3565,1.946
3566,1.44
3567,2.594
3568,1.135
3569,2.017
3570,1.426
3571,3.407
3572,3.288
3573,1.467
3574,1.816
3575,4.92
3576,3.309
3577,1.741
3578,1.229
3579,2.221
3580,3.439
3581,0.943
3582,5.00001
3583,1.82
3584,1.125
3585,1.006
3586,0.938
3587,2.083
3588,3.072
3589,2.751
3590,0.664
3591,5.00001
3592,0.609
3593,2.868
3594,1.222
3595,2.038
3596,1.055
3597,3.291
3598,2.247
3599,2.313
3600,2.479
3601,2.589
3602,5.00001
3603,1.555
3604,2.051
3605,3.318
3606,2.394
3607,1.402
3608,1.045
3609,1.213
3610,5.00001
3611,1.776
3612,1.353
3613,2.521
3614,0.695
3615,1.258
3616,1.627
3617,1.391
3618,1.738
3619,1.107
3620,3.011
3621,1.596
3622,2.104
3623,1.5
3624,2.453
3625,1.325
3626,1.221
3627,2.369
3628,2.676
3629,3.649
3630,0.673
3631,2.783
3632,1.398
3633,2.125
3634,2.219
3635,5.00001
3636,0.993
3637,2.046
3638,2.25
3639,2.537
3640,0.926
3641,2.24
3642,5.00001
3643,3.453
3644,0.855
3645,4.574
3646,5.00001
3647,0.802
3648,1.444
3649,4.688
3650,2.25
3651,2.167
3652,3.036
3653,0.541
3654,3.217
3655,2.0
3656,2.871
3657,1.765
3658,2.379
3659,2.25
3660,0.985
3661,1.976
3662,4.25
3663,1.994
3664,2.19
3665,5.00001
3666,1.181
3667,1.14
3668,2.048
3669,1.55
3670,3.445
3671,1.434
3672,5.00001
3673,1.402
3674,0.806
3675,3.435
3676,2.076
3677,1.732
3678,2.306
3679,1.795
3680,0.952
3681,2.239
3682,1.851
3683,1.058
3684,3.368
3685,0.721
3686,1.125
3687,0.978
3688,4.583
3689,1.344
3690,2.897
3691,0.713
3692,1.583
3693,1.234
3694,1.111
3695,0.14999
3696,1.445
3697,0.655
3698,3.5
3699,1.446
3700,4.108
3701,0.714
3702,1.652
3703,1.265
3704,1.695
3705,2.604
3706,1.222
3707,1.744
3708,1.079
3709,1.904
3710,0.637
3711,1.333
3712,1.25
3713,1.928
3714,3.875
3715,0.56
3716,1.375
3717,2.006
3718,2.808
3719,1.128
3720,1.014
3721,3.478
3722,1.708
3723,3.964
3724,2.235
3725,4.474
3726,1.458
3727,1.647
3728,1.158
3729,1.234
3730,1.651
3731,1.624
3732,2.807
3733,3.692
3734,2.299
3735,1.24
3736,1.911
3737,3.186
3738,2.75
3739,2.414
3740,0.713
3741,3.656
3742,2.161
3743,1.449
3744,1.131
3745,2.697
3746,1.836
3747,2.227
3748,5.00001
3749,2.146
3750,0.692
3751,1.21
3752,2.104
3753,1.581
3754,2.189
3755,0.847
3756,1.375
3757,0.955
3758,1.898
3759,1.057
3760,1.465
3761,0.53
3762,1.907
3763,1.898
3764,1.602
3765,0.555
3766,1.19
3767,1.618
3768,0.811
3769,2.778
3770,1.911
3771,0.844
3772,2.536
3773,0.578
3774,2.579
3775,5.00001
3776,0.705
3777,2.484
3778,1.121
3779,1.005
3780,1.951
3781,3.53
3782,0.487
3783,4.569
3784,2.92
3785,0.865
3786,3.041
3787,2.25
3788,0.938
3789,2.42
3790,2.265
3791,2.316
3792,1.173
3793,0.992
3794,3.547
3795,1.583
3796,2.396
3797,1.772
3798,0.563
3799,2.664
3800,1.938
3801,4.1
3802,1.612
3803,1.293
3804,3.625
3805,1.311
3806,1.904
3807,2.567
3808,2.069
3809,1.598
3810,1.506
3811,2.819
3812,1.018
3813,2.241
3814,1.319
3815,3.691
3816,4.135
3817,3.279
3818,1.175
3819,0.883
3820,0.968
3821,1.365
3822,1.134
3823,0.714
3824,5.00001
3825,1.683
3826,0.906
3827,4.716
3828,1.714
3829,2.766
3830,2.758
3831,1.015
3832,1.528
3833,2.688
3834,2.028
3835,0.98
3836,1.33
3837,4.421
3838,2.365
3839,1.924
3840,5.00001
3841,2.714
3842,2.906
3843,1.625
3844,1.135
3845,3.296
3846,1.899
3847,0.669
3848,2.188
3849,1.521
3850,1.037
3851,1.128
3852,1.507
3853,2.559
3854,1.953
3855,2.992
3856,3.14
3857,0.74
3858,2.5
3859,0.926
3860,3.081
3861,1.326
3862,1.125
3863,3.381
3864,1.575
3865,0.838
3866,1.953
3867,2.438
3868,3.58
3869,5.00001
3870,2.466
3871,2.75
3872,1.162
3873,1.821
3874,2.278
3875,3.406
3876,3.489
3877,1.02
3878,1.577
3879,1.293
3880,3.673
3881,0.427
3882,0.664
3883,2.688
3884,1.974
3885,2.128
3886,4.15
3887,2.676
3888,1.62
3889,2.466
3890,0.494
3891,1.905
3892,1.08
3893,0.725
3894,1.625
3895,0.561
3896,0.632
3897,1.375
3898,1.354
3899,4.234
3900,2.961
3901,1.5
3902,2.083
3903,2.7
3904,0.561
3905,5.00001
3906,2.415
3907,1.5
3908,1.125
3909,1.213
3910,0.889
3911,1.966
3912,0.918
3913,1.909
3914,0.875
3915,1.695
3916,1.875
3917,3.938
3918,1.86
3919,3.408
3920,1.5
3921,0.813
3922,0.6
3923,1.079
3924,3.416
3925,1.88
3926,1.795
3927,0.799
3928,0.661
3929,2.128
3930,3.298
3931,2.41
3932,5.00001
3933,1.74
3934,1.917
3935,1.537
3936,2.259
3937,1.781
3938,1.5
3939,4.5
3940,1.182
3941,3.404
3942,1.739
3943,3.97
3944,1.557
3945,2.973
3946,0.567
3947,3.0
3948,1.665
3949,4.469
3950,2.449
3951,0.5
3952,3.567
3953,0.65
3954,2.333
3955,0.844
3956,1.647
3957,4.125
3958,0.894
3959,2.167
3960,1.146
3961,1.731
3962,2.511
3963,0.964
3964,1.696
3965,1.867
3966,1.696
3967,5.00001
3968,1.878
3969,1.775
3970,1.424
3971,2.333
3972,5.00001
3973,2.292
3974,2.679
3975,2.791
3976,0.446
3977,5.00001
3978,0.876
3979,0.689
3980,4.728
3981,1.271
3982,1.697
3983,0.76
3984,1.065
3985,3.268
3986,4.99
3987,5.00001
3988,2.879
3989,2.385
3990,1.639
3991,0.388
3992,0.958
3993,1.651
3994,2.964
3995,1.072
3996,2.083
3997,3.01
3998,1.375
3999,1.168
4000,2.139
4001,0.702
4002,0.806
4003,2.463
4004,1.542
4005,1.585
4006,5.00001
4007,1.708
4008,2.989
4009,0.904
4010,1.898
4011,3.118
4012,0.9
4013,1.04
4014,5.00001
4015,0.967
4016,0.734
4017,1.672
4018,0.953
4019,2.135
4020,5.00001
4021,3.23
4022,2.282
4023,1.461
4024,4.023
4025,1.358
4026,1.954
4027,1.238
4028,0.543
4029,1.986
4030,2.185
4031,5.0
4032,0.909
4033,2.294
4034,0.962
4035,1.575
4036,4.0
4037,1.188
4038,1.742
4039,2.226
4040,2.763
4041,0.717
4042,3.201
4043,1.114
4044,1.023
4045,0.985
4046,0.737
4047,0.955
4048,4.964
4049,1.145
4050,1.422
4051,0.922
4052,4.889
4053,1.927
4054,2.228
4055,2.181
4056,1.561
4057,0.696
4058,0.841
4059,1.479
4060,3.658
4061,0.541
4062,1.688
4063,2.438
4064,2.719
4065,1.43
4066,2.207
4067,3.152
4068,2.293
4069,2.38
4070,5.00001
4071,1.089
4072,1.363
4073,1.661
4074,1.235
4075,1.761
4076,5.00001
4077,1.019
4078,4.956
4079,3.394
4080,0.987
4081,2.175
4082,2.17
4083,1.74
4084,0.96
4085,1.598
4086,4.112
4087,2.022
4088,1.798
4089,2.686
4090,4.286
4091,0.875
4092,1.748
4093,1.42
4094,2.519
4095,1.775
4096,2.541
4097,1.68
4098,1.838
4099,1.708
4100,1.125
4101,1.786
4102,0.992
4103,3.757
4104,2.75
4105,5.0
4106,1.536
4107,2.2
4108,4.438
4109,2.765
